url,target,attitude
C8AgAU1FijY,1,1
xBZOgA5W9GQ,3,2
iT5kwgFqLRM,3,2
bAIZhr2Bcrg,0,0
nxgN0Je7WH4,0,0
fKcarGJGjOw,0,1
fLEtjM-8Tno,0,1
eMo3MZseiQo,2,1
i0rBDJ--ouk,0,1
bQ1gFpvkWHY,3,2
l1LvLp2fGCM,1,0
5uAo2hccNts,1,1
oFhsdrRY-SI,3,1
CgVGt6nXnys,1,1
0PDhQKRKHhk,0,1
y2a1Pb7PsSc,3,2
cKheuOz_YAo,1,0
k-NG4nmVhpY,1,1
cYCoUCcrtR0,0,1
82iElNY-irE,0,1
W6WlMSWMc6E,1,1
noOvDvJbItY,1,1
569ppsEvaw8,1,1
Cc-Q29yvhOo,2,3
72I65rwjBbE,1,1
4AI0VXm9BtY,3,1
eU5nWKu4-js,0,1
kQ1f1RI8GdY,3,2
aBwKEE7BYu0,1,1
DO3CPfYoGyE,3,2
UTa-2jhS9fY,0,0
GZdyekvLOFc,1,1
OpetD0c-Xtg,3,1
EyAwshJaqN0,1,1
2hXpRfNZML0,0,1
9U1BC815lBE,1,1
xR1FOh42lZk,3,2
45Q7atcKLkY,1,1
FZXuo1hnkCU,1,1
lPIwiGjLi2w,1,1
v3Gdj4bN93U,1,1
LaNBdn2Nf1s,3,2
Zm2PyNcjiNc,3,1
JWtGDIxNRso,0,1
YM-iiKweUB8,1,1
ayZGdw2cw-4,0,1
Oyfk0a402gs,1,1
sMDKYEW89OA,1,1
jWJhdFbFB4g,0,1
5daCQguOwxE,3,1
13rqR4I9urQ,1,1
fEkFlEZkpYM,3,2
3ERb5PbX_SE,0,1
SxJXMA11Osk,0,1
gWYS5UXOCys,0,1
5806BXhO58s,3,1
Usktxggcn3U,1,0
29bVTHHXDpg,1,1
k9D5telyfqE,1,1
eK-ZchdWLlU,3,2
N3juybvK-Sk,1,1
5LDk6L0etqw,1,1
-4rVzBBpv00,3,2
rXEc-99jkws,0,1
xZabWoSkATI,3,2
jXFWdR5c4xw,0,1
RRBm72SrsEU,3,1
zYBRC2klLAU,0,1
cvczjzQS2qg,1,0
n8RrwpXqSsQ,2,3
z2Ekj-Bprr4,3,1
Xf0anmqQ_H8,1,1
-oOPCE2fwHI,0,1
re1gdbmqF7w,1,1
jmTMtnNIXcU,0,1
Qfs8SypbgAE,0,1
yXGUdQcF-fE,0,1
WKxZnzwNaYY,1,0
r4flmbLX8pI,1,1
7nstHIfpImk,0,1
wHWtnJcvCzI,0,1
ddy4hacHzk4,1,1
UWQWl4p_J2s,0,0
59QOtw7tdoU,1,1
0jjR2WZ8fB4,3,2
eLe-G51aYrs,3,2
IQXFy2DsxsM,3,2
-Ijm3c7wMfA,3,1
ukr_jQ-tyw4,2,1
Vuv6oU0MRw8,3,1
mUXxgzTy6b8,0,1
m-ItRmaDuRo,3,1
vCAHiulgxBk,1,1
9-FwewAbMXs,0,1
skHCZmIygeU,0,1
YxVzCrx_J5I,0,1
Ww4ze6K80Gs,1,1
lhFA7FaytFA,3,1
QLCJgPBPZ_o,0,1
mpw5Bve7c2c,3,2
EoiJRaodK18,3,1
TC5S3Znmybc,0,0
3Mu4jA6gaXI,1,1
5LTpra6LsY4,0,1
NcYYGxjv3Z8,0,1
zyYT22mfSQo,0,1
fvghtIaOgVM,3,2
_w2Axnvy5fg,3,1
S5rltrQbObc,0,1
z4AjZ12wP2M,1,1
ZiiQmAYj0Tg,1,1
vCCJCMq4uZI,1,1
fGRt18kZjr0,3,2
fN3xFQNnIU8,1,1
PIaSDf64lzo,1,1
TqBpfcieM5k,3,1
gmOWUqjZgUA,0,0
dIHIETXIJbY,3,1
HrcZsbZcB2A,2,1
bu3nxaVuvIU,3,2
DR1qZMZf8R4,0,1
_ODDtnBPi30,3,1
ydRjcFeCCqs,3,2
tW3ZlF_fzlg,1,1
KcKDq22Sc4U,0,1
WPgG2Jpaui0,3,0
2vVy1-sivLc,3,2
7ZaXdICMN3Y,1,1
h6xkEEZxJCo,1,1
5bMXEQF_e3Y,3,1
LXE9Rnj8kOg,1,1
tSv5-pagw0A,0,1
hBzm_ZvbizQ,3,1
uvlJlYTXtgI,1,1
QycmDmQpur4,1,1
w26GCkec_2E,1,0
8_J18UwD-_4,0,1
z7kkEhZX5mw,3,2
vX_3VumKuQQ,0,1
kNlb1J_RWK8,3,2
sBVwRbNsEs4,1,1
yKwlRfRJm28,0,1
RRziOIbf8tI,1,1
Os4zllAHhcI,1,1
3FtFW_usHMY,1,3
4uk3UeaBnN8,1,0
_Dmtkp7OGRw,3,2
EnWBeIW-hbw,1,3
E91q0N27H6A,1,0
XgTW8omNrFQ,1,1
tL5GuDhRjD0,1,0
QcyU378KhAw,3,2
p9o1D9G7zJg,1,1
fD94J4VtLho,1,0
rQFR9_8OcSc,0,0
4aknceETMjY,0,0
xKu1GuvwuIs,1,1
tcVaLQ9EYOw,1,1
lQNAFbsuUMA,1,1
IxvIPYkzTo8,1,1
47WayID5I8I,0,1
HiUqyLcvmbs,3,1
RFkuuGkygSQ,2,1
1qJbkoEM6KU,0,1
tAJQOgNrKdA,3,2
XEFJgrjG3jE,0,1
EiWGLh80zmc,0,1
LNSYcvCN6rU,0,1
V3v5SRKQFqs,0,1
Hl_spkFKGHk,1,1
h36Ss4Rl8T8,1,0
yjFUA7LcCxM,1,1
46w9A1MNBSU,3,2
NAhPrE32FuQ,1,1
c4qx7itQE7U,1,1
pm5Ff6gGhmM,3,1
DRAm2x_CuzI,3,2
UTJBrDsQH68,3,2
WHBFTv2Qg1M,0,0
c7dl1CeNUx8,0,0
_XQAb0dlTaI,0,1
jX5DsyIJHl4,3,2
mvTHR_kKeDU,3,2
AgZCAU-vEFM,3,2
AZNTGy-A4-8,3,2
thVlMHniZ24,1,1
slrYFlzqmHE,0,1
NCityebvmeQ,3,2
805AWQqJiM8,0,1
_GxPwkzhidc,0,1
a-gFd10dUIk,3,2
LXH1AX12gT0,3,2
hsqMBQytd1M,0,1
chSkC6SHshU,0,0
5R6Y_FUVVIY,2,1
Ak3BMC0Rg7M,3,1
phAmrjWR-TQ,3,1
ZO8Zb-25QZw,1,1
Y5YL5a25SDA,3,2
VYQDRh4mQ7A,3,2
c2UyLbR8IZU,2,1
AeKmV84sASA,3,2
snlSGSp4SDk,0,1
_79GfZbo-8k,0,0
jq-8Rd8HJ9o,0,1
yL6Ayugfqjg,3,1
4FeRtvGt3nM,3,1
_GLRmAmVVts,0,1
inxOH7iymGo,1,1
SsQMShEcps0,2,3
RlXh4Z2YgUU,1,1
dIjm6_8h_yw,2,1
7gMAXkyNiVU,0,1
jmXfHFs1rTM,0,1
z6Yn4WQVHWI,3,0
osPnFPE0o4Q,0,1
5cxgvDLuGMo,0,0
c08mUmETkJU,0,1
0uuKkDu6kgg,3,2
3DmaYxhJ8k8,0,1
Xv79bZzB6os,3,2
K1Ge9sQuHzg,3,2
dlgAoxEmwf8,3,1
aVj9m3oNd6Q,1,1
i69-o2TM_Q4,0,1
xy6sMf0VpeA,3,2
euRpLYftUwc,0,1
7GwyBF-XjMw,3,1
Sh7T5aNNu08,0,0
qeZrdVH_8U4,1,1
LdTgyfsLKqU,0,1
gyr9KgQQW1g,1,1
R9NcamjblsM,3,2
HKdknpaUGpc,0,1
wOS2QfgI6As,3,0
3D5009n8dgY,3,2
Mkks-Pm_do8,3,2
F3XgaIKrGKY,3,2
jDFPdFW-pis,3,2
p1zPZrHTwjA,3,2
7WBfsE1S6ec,3,1
qOicdjWdQTk,0,1
f7ZTZiwYuzU,3,2
3sS45sVAB4I,0,1
V40oLNZeHpk,3,2
hiXx3gqjrL8,1,1
hS2dLDzWcAw,0,1
pNXKcRKnn3k,2,1
tYPR0acXcEk,3,2
MhXBmLKbFik,1,1
OLpHKioUF3Y,3,2
qs5evtjbM3I,0,1
JwoVG5Rzk34,3,2
gV8fcBwHMME,1,1
Sz3H6yJN3lk,0,1
zezr_NmwAnA,1,1
OiqJC_C5jO4,1,1
PGeuPJS5lIw,3,2
NPItsTnfelU,3,2
s8_7Tad4zIY,3,2
qJaSmKTs4GI,1,1
SPmJcvGFjhA,0,1
Q8TSy33hCI8,3,1
1WHWhsPEpGk,1,0
BcPiK0cnLBo,0,1
uQiYod2tFVI,3,2
6K3-Qv9OAsg,0,1
8NovaUHS9bo,2,1
z8EyMxyB0Mk,3,2
1CVXK_u37Ok,0,1
AE9_FlZ0Z7o,1,0
DnjY9PH3MLE,3,2
2yhKniiQA3U,0,1
ReJYiSqiWNc,0,1
yQEW_ZZCpr8,3,1
RvzBkR3Uhec,0,0
78lPhTg8VlU,1,0
wkcTFtxHj-Y,1,1
rPlH6PSDwSc,0,1
VtlCvoHnhV8,0,0
4rXIqdKETk0,1,1
443bkElL6w0,0,1
K1Ri5O8OMdU,0,1
7Rf7V3r086s,3,2
XnQkv8goifU,0,0
0Ta7q-8dKEM,3,2
ulS2BV8MRaA,1,1
v7yg7nPHOJ0,3,2
Oxg1zKwDF4I,3,2
PopmYOzfKUw,3,2
jVwyqmidpIg,3,2
ygKCuYr-H1E,1,1
8gbx6JzNnEI,1,1
DTiQn-FIZC4,3,1
kRACIO72ehQ,3,2
XNX027nNk1I,3,1
gTFVhrwldkE,1,1
Ow4p2I3kaD0,0,0
Pu6tcDbej2c,1,1
blAGhU5d2pg,1,1
4K-KjsB2Ilc,3,2
QCcTk20MfaE,3,2
Rzf7MZURpiQ,1,1
z6Xg0GgFOzw,3,2
53bEstjFccw,3,2
NR4nei6GVz8,3,2
7DTpY4cMpd4,3,1
PsaAM9g5hLI,1,1
OLZKjiYn1Y4,1,1
L9qNBkdDfTI,3,2
CtKfr4zn7vA,1,1
F3CyzVDrbT0,3,2
IAgDjd0cBGI,3,2
l76Yl2MIjAg,3,2
WRCUC0nEW_A,3,1
PupcLCVfZDw,0,0
Rbqhd5XCgVw,0,1
5GmclOV5lx0,1,1
r3-qI8W8hfk,0,1
Pja1LLBKGyQ,1,1
CUBdaGaBHJ0,3,2
uc9G-oGYOIk,1,1
jNi7efeiax0,1,1
QmqcZbEciyM,3,2
yye23k4dtEE,3,1
7K6pxe4riC0,1,1
I8FKd2sAhBk,3,2
LgGPpC_Qvy8,3,1
AKfuVLY3-Vs,3,2
3VcunSw-ho4,3,0
C--tajajr5I,0,0
1cobL5oVD4s,1,0
3FsLLAYH8rY,1,1
0_Wg4PYq9pg,0,0
MW_ZwWwVSOA,1,1
xpzkuuBHRD8,1,0
6kkdWALIwUc,3,2
lQ6r6984BSY,1,1
gHLiHnf91IA,3,2
FSQb0RWwMmI,3,2
53tE12XE4GM,3,1
5Y8FCWAl8nE,0,1
HI9JNbEnKT0,3,2
xOiVkROBfr8,3,2
Tp_hyn0N0iY,2,3
QmxiaRiLd6Y,0,0
e9_OrJtGRpU,3,2
hsHwCVCltic,0,0
MC_UezyYpWE,3,2
nu-TaOQkokI,0,0
L_mA7PWYza8,1,0
FlQjXr8WB9E,0,1
9CFhAh7kuTQ,1,1
ovVn_0gT4K4,0,1
TJVCe53w20E,0,1
Lf_yuRtzgls,3,1
lD6vfnY0isE,0,0
WpPMObr84sI,0,1
1FwmU7dtvXk,3,2
lWuFeFBi_fc,1,1
cohICbdZXwY,3,1
MIcEQAzAVrY,1,1
GqDQ05bg_zI,1,1
AkLpClCZJBQ,0,1
-_V7gHSSnE4,1,1
0naCshnRY2g,0,1
cbf1wS3YOTo,3,2
jDUEATVUSgg,2,2
WtT3J30VM6s,3,1
7tKUUlLGlOs,3,2
06WLrVc-NL4,1,1
xvNGyFinkXQ,3,2
xj4N9lzBNWA,1,1
LPpzfyecrEw,3,2
0OA5PVE1boQ,0,0
PLlZ137YkAE,0,1
ggvKOdSfgZM,3,2
52uaJ5wczlI,3,2
N9dGbBACtH0,0,1
8WwFvaIXPDY,1,1
uyHV8k9QyFw,3,1
cRN_ITzD5uw,3,2
yVot_4ugtFw,1,1
2UiEFmI4FSI,0,1
AuXnBq1gKDg,1,1
4_E2U4Q8a9U,3,2
5EJshq7XWig,1,1
s-6__aT9V5k,0,1
ssX0fYKnOXM,1,1
TVzrQDnB-6o,3,2
CTy0c9ue-6k,0,1
M3rpHAkXXnY,1,1
aXm0cOEFbrY,0,1
-5SH7sDeq_w,1,1
lEOB9pRt9Ec,1,1
Yx1P871dcWM,3,2
u6nTl9u405M,1,1
HIGH4X3J6A4,1,0
GYHogUVXdr0,3,2
7HOLN6oUEpk,3,1
s_P0gOHwYQw,1,1
r19URH7vtck,0,0
XHalGXSt5rY,3,2
iTaqnye3naM,0,0
_oVVJ8iRtNI,1,1
hq4gMu1Lv5A,3,2
XlKxjb9tyZo,3,1
qqotqFzeqEo,0,0
qxYBiXMBH5A,0,1
tETrlO-GjD8,3,2
eok0-EA7Na0,1,1
ayVT663dcCU,0,1
ygynlG73ikU,3,1
jZO_MRHW9T0,0,0
VipCoJargfo,0,1
bd6K7Uteu0s,1,1
wde6eXqmz1M,3,2
4R1EhxW7V7c,1,1
tW7l3ddbVf4,0,1
S6-8EgKhN34,1,2
38GfndCQpwg,0,0
n5HiJQDd4G8,3,2
jgg1uOKV21Y,1,0
I6PJio39Ofs,0,1
jXUi-jvoXLU,1,0
EnRyRb_5dkQ,1,1
S6229Yr4wAg,0,1
hojpPJjhmno,0,1
lM5n4fxpRCY,2,1
puq9XCNUstE,3,2
1csmv94kp-M,1,1
dz9L9Qz-NJA,1,0
_ZFRf8Pjiz4,3,2
Z8vFAnaFa6w,3,2
rJTxuqLaurE,3,0
qWDiZRc9Jpg,1,1
eGAs0jGvSJU,3,2
BwDEbdzlLSY,1,1
iqvsuTMWOs4,1,3
evi_H6TYpiA,3,1
RCAGjMKZpiA,1,1
N7YwPsMqQ44,1,1
J2XoS-QmBuM,3,2
BvyzOdMJtPc,0,1
ljSwPvVE3uQ,0,1
4ceHp0t-KB4,0,0
XobePpqYmos,1,1
Zu1W-2GzqgQ,3,2
dgeMaatI3CY,0,1
AhLQ4ZGqJf0,3,2
znAfSQTvrNg,3,1
4V5yNVMHn8g,0,1
_F9ODOO40DY,3,2
b9JQWVo6eqw,0,1
yNNv2uXeySI,3,2
tT8_XER2LpQ,0,1
9bjcIeC-DtU,2,3
MYfONTpTjl4,0,1
uc8t9DbyCAE,0,0
2aOeN8hZ9Lk,2,3
Rx0Y-LdJq9U,1,1
z8UUJwNJqOs,3,2
A9N41y-HkXs,0,1
iYJTM39617A,3,2
IxYgKXhOwNI,3,2
nl-IXdJVZS4,1,1
15uYZKWQqkY,1,1
nWEHHnfldp4,0,1
jWupqgKSCas,1,1
op9A6Otxir8,1,1
qAubqy1f8c0,0,1
CuzpErCYsy4,1,1
fVcxuTdh6RU,0,1
bSzINmwhG4c,1,0
ynCKIg76Qhk,0,1
UzYP6VOP6pg,3,1
Z8DsoLM0Tzk,3,2
tmuKMRcbZ3U,3,2
e76dTkUv4bc,3,1
BX1f0DXT37k,3,2
bM_tdRYPb7U,0,0
Tsvc5cUUiFE,0,1
O3X-G8YD2QA,3,2
DQsYngGn2_g,1,1
motaee8o-bM,1,0
0gJOy8xAIHI,0,1
LdAh_174-4E,0,1
ilviDFcDdxU,1,1
cj99qaBUL4A,0,0
8S5FyNmJT78,0,1
TaYu1qOqhdY,1,1
sGFPXyADiOs,0,1
kmssoS1uBMM,1,1
EwGDh8FsnTs,3,2
m5wZMfV7tnw,3,2
uUKecsIHv94,1,2
66WhKkui2Qc,1,1
BhEal6igGf0,3,2
S4UVl9bELv0,1,1
48FdxPyaU4k,1,1
bs86w-ogeCQ,3,1
zIVP1fwXqmc,3,2
qgrmebSiwNU,3,2
cOu1pahHarA,0,1
w0sjelinjrw,3,2
rV1woE-oZYE,0,1
4MHTo6mBuvo,3,2
ebwgJvqC8HI,1,1
VukaW4yY5Go,3,2
QnGUCpCf-1g,0,0
kfVi--_EY4c,0,1
jBxPRcuHIqo,2,1
TCfwntE5mVA,0,1
CTz6DQJH1Og,3,2
ZtNd6orfHnY,3,2
nOvWSpvWC_M,1,1
1iM-Du-fg2I,0,1
H2-nOkXD5DU,3,2
_WCGwKG406c,1,0
uBBZhBgaw6s,0,1
p93gFW5ZHn8,1,0
dxZ5gesIA_M,1,1
CqyaMrQnltY,3,2
884xeMiMhts,3,0
8ust2xdM5Kk,0,1
cIQPohWJnno,1,1
EBOd1FyXzkg,1,0
WS-R8vNRrvI,3,2
Yr4zaXIVrgI,3,2
EAF7gTDEXfs,1,0
HtjFiQgRzM8,0,1
pte-m0wAltI,3,2
CwDxLtWX2z8,1,1
bxyYbdX-820,3,2
80TaKygl7Jg,3,1
xE3u9uH7yyE,0,1
tTHQMvVKU5o,1,1
OTEf7hxHggU,3,1
uSsls8rPSCo,0,1
O8IbUN1rOWw,3,2
HJWQB2IXKPA,3,1
QTCKAfXpMnw,1,1
i2ePP4-Dd_s,0,1
lQqwL2r70FA,3,2
tYrt6gsvd-A,1,1
0dnc2UUAbjw,0,0
Y5xnKQNIQUM,1,1
YHoq8E0nvw4,1,0
SFGPtzttxoY,1,1
l8cU1hFm6QQ,1,1
8xTkeeR6gw4,3,2
eYmk7w9FbTA,1,1
E4G75smdYqU,1,0
yPk_FLAvBFw,0,0
LhG25_rJ67Y,3,1
dOWGoX71j4g,3,2
KcqtQ-g2Nro,3,2
jdEpdByjbNA,3,2
-zsoLSSno48,3,0
oElL4T2kC20,1,1
XMtM6RaDxJY,1,1
LTBOJkSiaC4,0,1
uiJCpeW0qzc,0,1
U48Nuid4vEI,2,2
8aEPono3-YE,0,1
BMFFPA_2VnQ,1,1
FKi5XZvvN1Y,1,3
9cLas6XZGFE,3,2
yScgk8EKN8I,0,0
GCZNwokzqDc,1,1
FLZUp-CFfIE,0,1
HdkxmpeZMbw,0,0
_b2Ykobciqs,0,1
lcc12qyXPJo,0,0
nYUb7lmGL8Q,3,2
8S_QUNi3XHc,0,1
t_91VjloCUo,3,2
RQOsVm3sdVU,0,1
9SWyPC2woYs,1,1
lQhJKfRYOqQ,3,1
OmTeZA75kAg,3,2
jTgYwYwDJ-g,1,1
mw3ZXOYvcSI,0,1
0QbRgVooiao,3,2
Ik1dFw1VYtE,3,1
qemSYO6Jvog,0,1
vA5xZYtFT4w,3,2
3uCm7XkhZpk,3,2
mQvZ82ZtbGg,0,0
J-pLqV59M7I,0,1
geyvtHWXefQ,3,2
B6a84EV18FY,3,1
Y92qU72svR4,1,1
o90O00-b3Zw,3,1
XRkgBYZRyMc,1,1
MX1LeZ1Tjwc,3,2
Pg3nGOTS61c,0,1
32l7SIheW6g,3,2
CqzVzxOECSg,0,1
FSD2Ez-VWTg,1,1
geVqhtE-bZ0,0,1
5uIA0HBq9Nc,0,0
lMB0WMHdTxY,1,0
KwFzmqrcJpA,1,1
jfdcC48zPio,1,1
qyCl5dl617Y,1,1
62Y9t9NqYPc,0,1
r1G0-zA4Aw0,0,1
8th6hMblpQA,1,1
hxUs4dJE4qo,3,2
vpgvciRYQG0,0,1
22mnqUQmrqA,1,0
M-YoAbSJqEg,1,1
hBhD_NDa3ts,3,2
EFV6L3rB1Js,3,2
JHSuwQ1YhCo,1,1
IZgKF2TUgVs,3,3
EqiRsrTE8bU,0,1
1Ex6t0uEY8Q,3,2
Gz0bvWHv5H8,3,2
QhzrdGv-DxQ,3,2
c-V4xgRSZFU,1,1
UnzXxjQXwts,1,1
CHA9FjqU-mk,0,1
HrZC3LWca9w,3,2
sFjYoFrizM4,1,1
BJ7xO-KZ8d4,3,2
uFkoj_7sPTw,0,1
OxsMVPjw6Pg,1,1
sr1Pt3Z42MQ,1,1
U82R_-jOeDg,0,0
39wcnpCjY_A,0,0
t8uwRBwLSYM,1,1
NS5P8WZOwt4,3,2
7CypVtiAucc,0,0
d9UtpAnkLKI,3,1
1HIBmRkPAe0,1,1
tItNj5ySViU,0,1
deG2a5xe47c,3,2
kaUS4Wmil-o,3,1
hJShdilXDAA,2,1
iHLnwF-l5zI,1,1
DtGlq3BVt7s,1,1
1NIXhb2vnMk,2,3
X88CLrOy_aw,1,1
X8RY_YVmaEw,3,2
iznLkmDDYUk,1,1
ypfQpKjpAuk,3,2
8rjVe5nBXeQ,0,1
j0oKSuK4mN4,0,1
Uzk6zTZdZj0,0,0
azbAiIEZ8sY,1,1
AE_k5Ea95Hs,1,1
Qc0rRLanTEU,3,1
EVKgF5PAq5U,1,0
5XB1ZfcJ1qs,3,1
uS-HnEModC8,3,1
zBd5RxilAzk,3,1
LWT6SXjsyhw,0,1
kOYEu13r5jY,3,2
SNTuHes_TnA,3,1
eJ859UfVYDI,3,2
5w7J2y5KKk0,3,2
i-yAYs7AW8Q,1,0
Eo_Igq8rnPA,1,1
ds7GSh2wzug,1,1
ChTCG2Nh11c,3,2
mTscyOWHwhM,3,2
VBnRrKyCyFw,3,2
xviOs4tyIb4,3,2
4NFxCBk--pA,0,1
9urn2GDFRsc,1,0
zOjW4PWHPxQ,3,2
uFjU3oSqqgY,1,3
YYWORrTXuPE,0,1
zeJ6gmzZoYM,0,1
6eum-a1uH_M,2,1
QSHonpqumtA,1,1
uyyopBJbCJM,0,1
_-6NtfjzlnI,0,0
HzLM0QtAmWI,0,1
xOHrzDykafQ,3,1
8IjlRIGApZI,1,1
nr9NlrM0jWU,3,2
tBImxfuS-k0,0,0
Ehs843lV1dY,0,1
BgfNe9PGBls,3,1
JqubKdUK4wE,1,1
smZ4iQkqzOg,1,1
WZ8GRBhs3gA,3,2
5zH1vFbKQPE,0,1
I3A45YCTo8g,3,2
YG3yMlmowi0,0,1
iOqQmFSD8_Q,0,1
38jgLeGQExE,1,1
jlNZeF8ofaM,3,2
lOWKD55WDp0,0,1
jHhqPv7OSNI,0,1
tzjus1Uqz-M,0,1
DeBV53WC_oI,3,1
XdFMwD0sXtc,0,1
71Bx85RPkpU,3,2
6EYzp_HOCG4,3,2
yNdMIvmHTSw,3,1
HKwICKOi6kE,1,3
lm5dgfoQeUI,3,2
DLLQf7-XYYo,0,1
xkAgCBVS1ec,0,1
znUYsTkHcqI,2,1
junEPrAwH0w,1,1
JkDuhcbi2kc,0,1
CrhcbCcKthA,0,1
vbw2_j_tF5s,3,2
9ZRv1iG9B_k,3,2
_u3UuwC6xos,3,1
ST3A5EufDYs,3,2
RZi38m1XOF8,1,1
s6o-tykOYB4,0,1
KSPsaoVa22w,3,2
5ZVAsRogXIE,0,1
2FWXLTNAzlE,3,2
rMKYlDQMM6c,1,1
mOJ9tReqHyA,0,1
UsstrItJemE,1,1
3khEnogTnPk,3,2
KlC729hKdu0,3,2
fWXA6439S_E,0,1
gGSUbMOtCfU,1,1
QHTeLLs4I9A,0,1
VumUIeWHCNY,1,1
2de0RRxf8AA,0,1
WCkP_jmDay8,3,1
OGGyxIGPMvY,3,2
_HZOXbqXM88,0,0
K8ITTxssJl4,3,2
B-nZvqbozNs,1,1
1NjoVnCmBjw,0,1
JqD5OLVdv68,3,2
MDUpdb6RdMo,0,1
saFds9buJ5I,3,2
Htx52tkVbV8,1,1
sBvbPQaBNmU,1,1
jAq0kIg9gC8,1,0
73WDzfkCPFU,3,2
7U1ylD_wDYs,3,2
RLr7Vz3I784,1,1
aRGBXKVX7PE,0,1
PHN_p7Gk7E4,2,3
lxAGp-vVZ14,0,1
U7X6idHw3zY,0,1
b4fV8YY8z3A,1,1
rNZeKLwM66E,1,1
lRezD4QoeoU,0,1
fq9JIhzk59U,0,1
dBD063grw4g,0,1
2sZv0DwCZ-A,1,3
xo-uGZ-BjtY,3,2
X6ITZTBnVok,1,1
BcSaWjJRXKo,0,1
DUG--GkXqcs,2,1
v_fQrR2acyg,1,1
GE7bv0lhiEc,1,0
rzYq_xVI6gE,3,2
vw0JN7VI-pE,3,2
y3gLj57OfGs,3,1
cLAYD49V8wE,0,0
aG_7pFr565g,3,2
fGAa16vjTAY,3,3
EqYBI_CPPWg,1,1
vJhbNMaVb-M,1,1
nCUWo7nJ_ww,3,2
COsiT_spjkM,1,1
nz-r-LeWzww,0,0
qb8PVDARYOE,1,1
fEDoaLw2AqQ,0,1
duacmlpb5rc,3,2
n5JMVuHFUc8,1,1
CiRstnkZT2k,1,1
bvJfihhXgBg,3,1
kBuDLJyTYt8,1,1
bRTOgjW_MRw,1,1
RV_vA6VA6C8,3,1
qyJIaZpCzq4,0,1
BAW-9fArPJE,1,0
HmB_E_egNtw,0,1
G4RgOZ2Lbrw,3,2
HrpAI2QkWFk,1,1
-dmLlrQdJ4M,1,1
b-DJLa9lOh0,3,2
NfsS-FIYKqc,3,2
0XqxIyyUUCE,0,1
mcM_8unAOYE,3,2
BY1QXfH0WXc,0,1
W2Hw8tcniag,0,1
34WMEFtF8OE,3,2
8rvrYryOBlg,1,1
ApKX-rawOJk,3,1
sJOGU0U-i0w,3,1
IFcqTlIdLUs,0,1
zBTZYoPEIJE,0,1
_56Y_LqdwSE,0,0
eqdES2H9jRY,1,1
fv7-Hf2GUsQ,1,1
3KEY4hkdbDg,0,1
xb_G9tErqBg,1,1
uOkxLdy6mVk,1,1
jbMVewwC1aM,3,0
iyBTlTMIy5A,0,1
YeoKg3Dfexo,1,1
ACENr6SoxUE,0,0
kr7debcXmZY,1,1
IdzadwYf3H0,3,1
nzXovU5q6r8,1,1
RBvw4-whwHs,3,2
R3JgPWuo2DU,3,2
5rA1OhfvuXw,1,1
5wAYyQwiORI,1,1
yo2nJOWccu0,3,2
Xdorw6L2mQE,0,1
d7TZNaRprOE,0,1
GKfs5pkFRVU,3,2
CyXb2RDuxfM,1,1
QjkUuq-brrg,1,1
tFDVBT8oKeA,1,1
798TfJrp9tI,1,1
yjD-VVmblRc,1,1
bgAvRwkWvos,0,1
PphfE5O5emk,1,1
2d0S_MdQglE,3,2
Otcgq248Mp4,3,2
SMYhZ5ssJy8,3,2
8lvf18HaSS8,3,1
2XVH6JZn3jM,1,1
Z6w77Azdsas,3,2
iUqkUX381ck,3,2
ov3cQ12rZLg,3,2
OwK6r5VPDew,1,1
lYFw3RYsUxM,3,2
Wa5YqTSj0uw,0,1
x4ea4o-gGNo,0,1
3sJ9tsNiFj8,3,2
kwnm16JR0oU,1,1
7kw-W9iYZ1g,1,1
ORjVYV9uB80,1,0
zTUU2HGW4nk,0,1
FaB7QDm3wz8,0,0
aQKlWIZ8evY,1,1
NG7IrCtsucU,1,0
f9w-KeFK5Bs,0,1
Evu9WK_fVXc,3,2
3QBCKKcqKZA,1,1
KBIcVRn97Sg,0,0
9fSpctieg5c,3,2
FSIjn9dyP7Q,3,2
xupyh9X2csE,1,1
g4vR_jAs5ME,1,0
9isEejSZxm4,0,1
L3ZL2pUYOa8,3,2
SdD9Sj9h1AA,3,2
EBddk05ntCo,1,1
RlvLjhXSKik,1,0
Iw8oIicrpgc,0,0
fA7ZtvvCRrE,3,1
7q0jpW8t9jg,1,1
f-lhxxaXvHU,1,0
vjLAvWH17Vc,0,1
VItNJndMOzs,3,2
b310nCmslKA,0,0
hhv8WRZGa3E,3,1
CBscOuLHRv8,0,1
CWT9ChTY9xc,3,1
2BidnXPW3eE,1,1
LVilJzsv1Cc,0,1
NL0mMOHXcB8,0,1
9UwNnwqZmEo,0,1
yT-gFwGzTgE,3,0
7vWne0OYr0c,3,2
FuO2NGGHOF4,1,1
ImQCRcq9PUg,1,0
tukJcydbpNg,1,1
Cw4lTI2WGzs,1,1
Je042JvGPJY,3,2
_x7u1jqDnJg,1,1
h8sSUnyqM-A,2,1
KXrQQEqT1rA,3,2
EpoqWLejb_w,3,2
gjsTLGNMYKM,1,1
jjsNx79e374,1,1
7vgjVRQi_iM,0,1
CEhXuvTZYXo,0,1
rlessNJMLHw,0,0
LW0F30J_NUU,3,1
LUNoZldI-9I,3,2
MCpW1VKtHx0,0,0
fawYRXDy1_Q,3,2
oU_RGfWIYZw,3,2
BxtwwLjOPLE,3,2
