title,comment,label_id
라이온킹 2 애니 20분 안에 보기 더빙판 애니요약 20분안짝애니 애니리뷰 후속편 홈비디오,심바 넌 누굴 닮아 그리 겁이 없니?? 이걸 보는 시청자들 너 디즈니 특 니 같은 자식 낳아봐라 프라이드에 사자들이 늘어나니까 초식동물들 입장에선 맞을듯 .... 인어공주2도 그렇고 라이온킹 2도 그렇고 딱 니같은 야 낳아봐의 표본이닼 트라이톤이랑 무파사 개불쌍하넼 뭔 사자가 이렇게 잘생겼냐 진짜....,7
기괴함 주의 애나벨 인형이 실제로 저지른 충격적인 행동들 실화사건 미스테리,어른들이 버려진물건함부로주워오지말라는말 잘들어야겠군.. 무서워서 댓글보며 보는 사람? 8살때 산에서 인형발견한거 집에가져간후에 몸살 심해져서 인형 버렸더니 괜찮아짐 진짜 실화 믿든말든상관은없지만 암튼 인형같은거 버려져있으면 절대절대절대절대절대 집으로 가져가지마세요 울집 강아지 혼내고 방에서자는데 새벽에 뭔가있는거 같아서 눈떠보니 강아지가 내얼굴을 유심히 쳐다보다가 내가 눈뜨니간 조용히나감 존나 식겁했음 만지지말라는거 왜자꾸 쳐만지는겨,7
날씨의 아이 오리지널 메인 예고편,"대사 개간지 아니냐 그곳은 마치 빛 웅덩이 같았고 그 빛 속에 들어가고 싶어서 달리고 달렸다 그리고 그 끝에 네가 있었다 0 49 진짜 히나 성우분 목소리 너무 좋음 신카이 마코토 작품은 다 후유증이 너무심함 근데 진짜 날씨의 아이가 최고임 특유의 먹먹함도, 작화도, ost도, 감성도 너무 잘 표현함 재난 3부작 중 제일 언급 적지만 알고보면 날씨의 아이가 진짜 숨겨진 명작인듯 야발 시국이형 잠깐 빠져있자",7
한글자막 요즘 영화 예고편 만드는 방식,원본 영상을 한글로 새로 번역해서 만들었습니다 수익창출 없습니다. 만약 광고가 달리면 제가 단게 아니라 오디오 저작권으로 인해 자동으로 달린 광고입니다 Original I will not monitize video and give credit to Original creator Auralnauts 자막만 보고도 이런 긴장감이 나오나 공식 맞네 라고 생각하다 생각해보니 연기 때문이었네 목소리 연기 미쳤다 올해 영화 다봤다 아 저거 다 끝나고 마지막에 잠깐 조금 웃긴 대화씬 나와야 하는데 포인트 개잘잡으심..,7
영화 갱 미친 예고편,1분은씹어먹었다 갱 2는 언제 나오냐? 액션 꼬라지가 고딩들 싸우는게 ufc선수들도 개쳐바르겠네,7
영화 양자물리학 1차 예고편,자 선수들 입장 ! 그놈의 판을 뒤집는다느니 조폭이랑 타락한 검사 언제부터인가 한국 영화의 클리셰가 되버렸네 걱정을해서걱정이없어지면걱정이없겠네 헤이요 ??? 판을 한번 흔들어봅시다? 한국영화답다,7
공포영화 REC 알이씨 예고편 강력추천 페이크 다큐 공포에 최고 걸작중 하나,알이씨는어느나라공포영화인가요?,7
"영화 한국영화 Korea movie, 2019 메인 예고편",그놈의 유쾌한 반란 판뒤집혔다 어후 아.. 올해 영화 다봤네 또경영또경영또경영 윾쾌한 반란 유쾌한반란 판뒤집혔다 선수입장 진행시켜,7
아쉽게 취소된 디즈니 애니메이션 영화 TOP 7 볼수 있었다면 좋았을텐데,헐...모트 진짜 너무너무 매력적인 작품같은데.. 팀버튼 그림체에 진짜 취저.. 어린이가 으른으로 자라서도 충분히 볼 수 있지 않을까요..디즈니 어른이들도 좋아하는데... 프린세스 아카데미는 정말 아쉽네요 다음에 영화 만들게 된다면 꼭 이 영화가 나오면 좋겠네요 죽음을 다루기 힘들면 코코는 어케 만든거 그보다 한국 공주를 만들어주세요 디즈니사마 한복이랑 서양드레스랑 호환 잘된다구여 힝 프린세스 아카데미는 여자아이들 덕분에 인기 짱 깔고 갈 수 있었을 텐데,7
일본영화 예고편 사요나라까지 30분,타쿠미 자막 감사합니다! 와... 진짜 일본 감성 못따라감 꼭 봐야지,7
영화 퍼펙트맨 1차 예고편 전격 공개,조진웅씨 부산출신이라서 사투리가 진짜 맛깔납니다. 저도 보고 첫번째생각이 한국판언터쳐블 이라고 생각했네요 저랑 똑같은생각한사람들이 많네욤 와아 꼭 봐야지 재밌어 보여 조진웅은 역시 저런 역할이 유쾌하니 재밌음 화요일날 시사회 갔다왔는데 되게 재밌었어요!,7
"영화 변신 Metamorphosis, 2019 메인 예고편",진짜 무서운데 재미써요 !! 마지막에 눈물이 나오구여 !! 이거 지금 추석 특집으로 티비에서 하는데 왠지 본 것 같더니 예고편을 본 거였네요 ... 배성우 사랑해요 잘생김 안시성 때부터 사랑했어용 오우 나는 봐야지 너무재밌있어요,7
영화 매트릭스 예고편,영상이 다 끝나고 나서야 내가 계속 박수를 치고 있었다는걸 깨달았다,7
영화 왓칭 예고편,외국에 똑 같은 영화있는데,7
12월 4주차 신작영화 예고편 구마적,구마적이다,7
영화 돈 메인 예고편,"오 재밌어보임 예고 확 끌리네 예고 재밌다 브금이랑 류준열의 색다른 연기가 돋보이는 듯 부자가 되고 싶었다 류 준열 귀여워 하 이거 영화 꼭 보러가야겠다,, 소설 돈이 원작. 일단 감독님의 음악센스 넘 좋다.",7
영화 1919 유관순 예고편,와너무슬픔역사네요 유관순 열사님 감사합니다 오늘 유관순 열사님 부모님이 돌아가시날이 100주년 이네요 유관순 열사의 희생을 잊지않고 기억하겠습니다 유관순 열사의 희생의 숭고함이 헛되지 않게 대한민국을 사랑하며 아끼겠습니다 .,7
영화 미성년 메인 예고편,기대되네요 김윤석 감독님,7
타짜 패러디 영화 곽철용 티저 예고편,I AM IRON DRAGON. 타짜2도 망해 타짜3도 안돼 이안에 곽철용이가 없다... 이게 내 결론이다. 주인공 죽는거까지 다 보여주는 티저라니... 티저도 마초 그 자체.. 사기도박을 일삼는 타짜들을 상대로 외로운 싸움을 이어나가는 고독한 남자 곽철용. 순정마초의 대서사시가 펼쳐진다. 음악선정 죤니 잘했다 파라마운트 느와르 스타일 난다 와,7
"영화 우상 Idol, 2019 메인 예고편",예고편만 봐서는 소재가 그렇게 참신하고 특별한 것 같지 않은데 어떻게 연출하고 연기해낼지가 궁금하네요. 이동진 씨 라이브톡 기대된다 1 02 아직 한 분기도 안지났는데..... 예고편조차도 자막가리니 뭐라는지 잘 안들리네 분위기는 괜찮네요 기준아 왜 거기있어,7
신데렐라현대판 신데렐라스토리 왓챠플레이 직접만든영화예고편,잘 보구 갑니당 영상에 깔린 bgm은 뭔가요?? 요즘 왜 안올라오시는 거죠.. 언제 또 나오나요? 왓챠에서 볼수있나요?,7
"비스트 THE BEAST 1차 예고편 2019 Movie 아시아, 한국 영화예고편",먼 노래냥 개좋네 이건또 여타 범죄영화들중에 어떻게되려낭,7
영화 원펀치 원샷! 원킬! 액션 예고편!,광고보다 어이없고 너무 웃겨서 댓글남깁니닼 학교폭력 예방 ucc퀄리티 미쳤네요 고등학생이 연기도 잘하고 편집도 잘하고 잘보고 갑니다 원펀맨 리뷰영상 보러 갔더니 이게 광고로 뜨냐 껄껄껄 오져꼬! 이 영화 잘 봤습니다. 스마트폰으로 찍었나요? 잘찍으셨네요,7
감독이 정신줄 놓고 만든 저세상 로맨스 영화,6 40 에 오타 있네요. 망금 방금 하 드디어 이 명작이.... 한 5번 본듯하네요.. 나오는 노래들도 나름 중독성 있고 병맛꿀잼영화 이영화진짜 요상하네요.. 처음에는 재미없어보엿는데 끝까지 다보고 2탄을 찾고있음... 정말 저세상 전개네요 맥주마시면서 봐야겠어요 킬링타임용으로 딱이네요오! 너로 결정 !!! 감사해영,7
주말에 연인과 함께 보기 좋은 로맨스 영화,유키 너무 커여워... 오홍 함 봐야겠다 아뉰 썸넬만 보면 이상한 영화처럼 보이잖앜 1 !! 형 영상 더 안올려?,7
영화마다 달라지는 디즈니의 특별한 인트로 Part.2,디즈니 오프닝 1편 보러가기 드림웍스 오프닝 1편 보러가기 드림웍스 오프닝 2편 보러가기 영상 시청해주셔서 정말 감사합니다 디즈니는 인트로만 봐도 설렌 .. 성이 바뀌거나 분위기가 바뀌는 거 보면 센스가 진짜 넘친다고 생각함... 영화 시작 전에 성나오면 나만 두근두근 거리는가 특히 원래 인트로 나올때 환상의 세계에 오신걸 환영합니다 이런느낌이야 저 디즈니 성은 신데렐라의 성이라하더라구요 제일 예쁜 성으로...알구있다요,7
영화마다 달라지는 디즈니의 특별한 인트로,디즈니 오프닝 2편 보러가기 드림웍스 오프닝 1편 보러가기 드림웍스 오프닝 2편 보러가기 영상 시청해주셔서 정말 감사합니다 난 그런게 너무 좋던데 영화사 로고에서 자연스럽게 영화랑 이어지는거..! 디즈니 영화 볼때마다 가슴 두근거리게 하는 최애장면 신데렐라 인트로 미쳤다 진짜 저 인트로만 보면 뭔가 동심의 뭔가가 생겨나는느낌.....마법의 나라로 가는느낌...,7
예상하지 못했던 디즈니 영화속 충격적인 반전 TOP 7,주토피아 나무늘보도 상당한 충격이었는 ... 내가 뒷골 잡은 빌런은 토이스토리에 소각장에 소각되는 곰탱이다 진짜 코코 처음볼때 아 당연히 델라크루즈가 고조 할아버지겠지라고 생각하고 뭔 영화를 이렇게 예측하기 쉽게 만들었나 했는데 결말보고 진짜 소름돋으면서 충격먹었는데 3 23 뒤통수 후려치는거 실화 3 33 왠지 모르게 한스 닮으신거같다....,7
영화리뷰 공포와 로맨스가 공존하는 말도 안되는 좀비로맨스,"호스틸 Hostile, 2017 감사해요 늦은밤 영화한편 참좋네요 남는시간N님덕분에 잘보고가요 대박반전 ...눈물 나네요",7
디즈니 ost 제작과정의 비밀,타고난 천재인갑다... 라푼젤 I see the light ! 너무 좋아요 영상 정말 잘 만드시네요.영상 감사합니다.최고 조폭영화는 매우궁금하시죠...놀라실겁니다.한번와주세요. 좋은 정보 감사합니다.많이 이해했습니다. 현재는 인투디언넌... 여러분은 어떤 디즈니 ost를 좋아하시나요?,7
반드시 유럽여행 뽐뿌 오는 영화속 유럽 1 오스트리아 빈 로맨스 영화 결말포함 영화추천,이고 진짜 좋아하는영환데,7
디즈니 플러스 한글 자막 CC,대사활용 좋다 이렇게 보니까 돈되는건 다먹었네 기존에 있던 것만 나열해도 미쳤네 디즈니 스트리밍 서비스 광고였군요 진짜 디즈니의 마블 인수는 인류 역사상 최고의 투자가 아니었을까 12년에 비트 코인 산것보다 더 대박인듯,7
로맨스는 왜 골목길에서 이루어질까,"골목길이라는 존재가 사적이고 공적인 그 경계에 있다는 말이 너무 좋네요. 사람은 그런 경계에서 설렘과 즐거움, 기쁨을 느끼는게 아닌가 싶습니다. 넘어갈듯, 넘어오지 않을듯, 아직 모르는 옆사람의 마음을 알아갈듯 말듯 그런 간드러지는 순간순간 하나를 골목길에서 다른사람 신경안쓰고 집중할수 있는것 같아요. 저도 생각해보면 더 많은 이야기는 그런 길들을 걸으면서 했던것 같아요 0 51 오 진짜 맞는듯... 완전히 사적이지도,공적이지도 않는 애매모호함의 설렘과 긴장... 오..예리하시다... 익숙함에 속아 생각치 못했던 것들.. 백수골방님은 영상으로 짧은 에세이를 쓰시는 것 같아 골목길은 주변 건물, 길의 폭 등등이 자동차가 아닌 사람의 크기와 속도에 맞춰진 공간이기에 사람들은 골목길에서 안정감을 느끼고 자연스럽게 나의 공간이라는 생각을 가지게 됩니다. 조금 극단적으로 말하자면 좁은 골목길을 걷는다는 것은 집안에 단둘이 있는것과 심리적으로 가까워진다는 것이죠",7
뮬란 뮬란 하면 떠오르는 이 곡! Reflection 디즈니OST,"커서 꼭 디즈니에 들어가서 한국테마 영화 만들고 올겐데 아무나 응원좀 해주세요 저 소매는 뭔데 저걸 다 지워버린다니 언니 저도 필요해요 뮬란 영화자체가 여성으로써 받았던 억압으로부터 자유로워지고 결국 나중엔 왕한테도 인정받는 그런 내용인데 실사화하면서 젤 중요한 노래없애고 행운의 귀뚜라미없애고 용도 없애고 걍 중국 무협판타지임 실사화 기대안됨 난 이 다음 장면이 정말 좋았음... 아버지가 상심한 뮬란에게 다가와 다정하게 해주는 이야기...왜 뮬란이 다리가 아프신 아버지를 대신해 전쟁터에 나갔는지, 러브러브한 남녀의 연애감정보다도 당시 어린 나에게는 뮬란의 심정이 더 크게 이해가 됐었거든 .. 이렇게 좋은 노래를 두고 왜 뮬란 실사영화는 노래를 없앴냐고.... 리플렉션 빠지면 걍 중국무협영화지..",7
이스터에그 우리가 좋아하는 디즈니 픽사 영화 속의 이스터에그와 숨은 비밀들 디즈니,우리가 좋아하는 디즈니 또는 픽사의 숨은 비밀들 이런 영상은 팬들에게 정말 재밌는 선물로 찾아 오게 되는 것 같습니다! 왜냐하면 영화가 끝나고 잊어버리지 않고 우리 곁에 계속해서 남기 때문이죠! 대단한 디테일 입니다! 와우 굿!!! 세상에나.. 이스터 에그 위키 하나 생기것네 그 픽사 공은 모든 픽사 영화에 다 나온다고 하네요,7
제임스 맥어보이 생애 가장 빛나고 복없던 시절 딥빡주의 로맨스 영화 추천 어톤먼트 왓챠 영화 추천,"어톤먼트 를 왓챠에서 보고 싶으시다면 왓챠 큐레이터 활동의 일환으로, 위 링크을 통해 작품을 구매 시 저에게 소정의 수수료가 지급되며, 앞으로의 활동에 큰 도움이 됩니다 남주 빡빡이일때만 보다 머리 긴거 보니까 개설레내 사랑해요 브라이오니는 자신이 죽는다는 걸 알게 되자 그제서야 소설을 썼고, 그나마 방송에서 멘트로는 진실을 말했지만 소설 내용은 진실과 다르게 언니 세실리아와 로비가 다시 만나서 행복하게 살았다는 식으로 쓰고는 그 결말을 자신이 언니와 로비에게 주는 마지막 친절이라고 하는데, 한 번도 친절한 적이 없으면서 마지막 친절이라고 하는 건 또 무엇이며... 자신은 수명을 다 누리고 소설가로서도 성공한 삶을 살다가 죽을 때가 되어서야 속죄하는 게 진정한 속죄일까요? 서로 그렇게 사랑하면서도 만나지 못하고 결국 서로를 그리워만 하다가 서로 다른 곳에서 죽어간 세실리아와 로비... 브라이오니는 끔찍해도 너무나도 끔찍한 죄를 저질렀네요...... 영화를 보면서 이렇게 큰 분노를 느껴보기는 처음이었고, 나이 들어서 몇 번 더 보았더니 아직도 브라우니가 이해 내지는 용서는 안 되지만 젊었을 때보다는 많이 분노가 덜했던... 내게는 나름대로 나를 조금은 감정적으로 성장시켜준 영화였습니다. 맥어보이 너무 예쁘다 제임스맥어보이 진짜 개잘생겼다 엉어우",7
설렘 100스푼! 한 번 보면 수백 번 돌려보게 되는 로맨스 영화 중경삼림 명작 영화 추천 왓챠 영화 추천,"중경삼림 을 왓챠에서 보고 싶으시다면 왓챠 큐레이터 활동의 일환으로, 위 링크을 통해 작품을 구매 시 저에게 소정의 수수료가 지급되며, 앞으로의 활동에 큰 도움이 됩니다 양조위 이 때 존잘 눈빛 미쳤음.. 중경삼림 볼 때마다 홍콩 가고 싶어짐 양조위 눈치가 지석진 자기집 물건이 저렇게 바뀌는데 모르는게 말이되냐고 양조위 집은 양조위 마음 속을 비유한 공간이 아닐까 싶네요 양조위가 서서히 페이에게 빠지면서 전 여자친구를 잊게 되고 페이에 대한 생각으로 가득차게 되는 과정을 페이가 집을 청소하고 전 여자친구와 관련된 물건들을 치우는 장면으로 묘사했다고 생각해요. 달달하기보단 아련했음...... 경험해보지고 못했던 그 시절 홍콩에 대한 향수를 가져오는 영화 대사가 너무 좋아서 아직도 외우고 다닌다",7
어쩌다 로맨스 공식 예고편 HD Netflix,이 언니 나오는 건 봐야함 피치퍼팩트하고 하우 투 비 싱글 꿀잼 아 13세 관람가라서 실제로 뭘 하진 못하고 자꾸 저 장면만 나오는 거임? 개웃기네 아나 이배우 나오는거 다웃긴데 어쩔수 없이 또 넷플릭스 결제해야겠네 근데 13세 관람갘 이부분에서 터졌습니다 헐... 이 배우분 이번에 카밀라 카베요 빌보드 뮤직어워드 2018 하바나 라이브에서도 뵙었는데... 미국에서 엄청 유명한가봐용... 드라마 재밌겠네용,7
커플끼리 봐야할 넷플릭스 로맨스 영화 추천5,시에라 연애대작전 다보고나면 남는건 세개밖에없음 1. 이게 뭐야 ...? 2. 베로니카 존나 예쁘네 3. 노아는 진리다 이 영화를 다 혼자서 봤다는 게 너무 웃기다 저는 개인적으로 시에라 연애 대작전은 추천드리지 않습니다.. 보고 없던 화가 생겨났어요. 답답 그 자체 다 다섯번 넘게 봤다구요 시애라빼고... 시애라는 스토리가 제 취향이 아니라 그 결과 노아 너무 조아짐... 5개 중 3개 노아... 입틀막,7
띵곡플레이어 디즈니OST 실사각 포레스텔라 전설 속의 누군가처럼 KBS방송,숲 지키려고 현신한 정령들 같음 퀸연아님과 결혼하신다는 분이 궁금해서 검색하다 포레스텔라에 흠뻑 빠져 가네요. 디즈니야 봤지?? 얼른 우리 포레 모셔가라 조민규의 천재성 넘 멋져 두훈의 매력적목소리 우림의 무의식까지 깨우는 저음 형호의 다채로운 무지개같은 변화무항한 음색 포레는영원한 나의 뮤지션 포레스텔라 특 뒤에 40명 합창단 있는 줄 알고 보면 무대에 4명만 있음.,7
디즈니 실사영화가 잃어버린 가장 중요한 것,"이게 고양이 있는 사람들만 표정변화를 알 수 있다는 그 영화인가요 상상했는데, 피노키오는... 잘못하면 에나벨같은 공포물이 될 수도... 주토피아, 라따뚜이, 인사이드아웃은 실사화 하면 절대 안돼요,,,, 제발 그러지 마요,,,, 난 인어공주 실사화가 제일 섬뜩해.. 불가사리 해마 소라고동 돌고래 문어가 실사화되어서 바다에서 노래를 부른다니 이걸 어떻게 살려..? 개인적으로 디즈니 앞으로 실사영화는 말레피센트, 이상한 나라의 앨리스 처럼 원작과는 색다른 영화로 만들었으면 좋겠다.",7
"하이틴, 로맨스, 코미디 고르기만 하세요!! 킬링타임용 영화추천 17개 l 연두콩 Yeondukong",아닠 인트로 홈쇼핑이냐구요?! 아니 인트로 무엇 너무너무너무기여운거아니냐구욧 인트로 어떡해욬 너무 긔여웡 아닠 인트로 개웃기넼 아진짴,7
눈 호강! 귀 호강! 환상적인 디즈니 실사 영화 흥행 순위 TOP 5 스콘 시네마,"히어로보다 더 치명적인 멋짐 폭발하는 빌런 캐릭터 3인 오옹, 영화 뭐볼지 고민하고 있었는데, 이거보고 고민해결! 와 댓글 진짜 없다",7
"감동 로맨스 영화 선물 이정재, 이영애 주연 , 슬픈 영화 최고봉, 김태희 이수근 김병만 데뷔작",제 인생 영화에요. 죽기 전에 꼭 봐야하는 영화입니다. 있을때 잘해 극장에서 이 영화보고 정말 눈물이 수도꼭지 열리듯 멈추지 않고 펑펑 울었던 기억이 납니다 여사친과 함께갔었는데 눈물이 멈추질 않아 얼마나 창피했었는지 그러면서도 눈물은 왜 안멈추는건지 문득 그때 생각이 나네요 존나 슬픔 2000년 초반까지 이정재 영화쪽은 재미 못봤는데 배우로 너무 잘되서 너무 좋네요 레전드 배우 90년대후반 2000년 초반 이런 영화 많았죠 그 감성이 그립습니다. 편지 선물 등등 진짜 살면서 이렇게 펑펑 울어본적이 없습니다... 남자구요..살면서 저를 이정도로 울게한 유일한 영화입니다... 최고의 영화 중 하나!,7
2027년까지! 디즈니 의 소름돋는 세계 정복 플랜,0 29를 정지시켜 두시면 리스트 목록을 확인하시기에 수월하실 거예요 세계정복에 제가 기여를 하고 있다는게 뿌듯하면서 토나오네요 진짜 매번 너무 고마워요 좋은 영상 넘넘넘넘넘 감사드려요 보통 말이 빠르면 듣다가 흐름이 끊기는데 님은 신기하게 끝까지 다 듣게됩니다. 딕션에 반해서 구독을 하게되었는데 영상 내용물 하나하나가 굉장히 딥하고 세세해서 기대감이 커져갑니다. 앞으로 흥하세요! 저 때까지 건강해야 다 볼 수 있습니다 우리 모두 건강합시다.,7
"로맨스는 별책부록 섹시한 이종석, 귀여운 이나영",이종석 피부 너무 하얘서 엄청 잘 빨개짐 개귀여워 잠옷이 뭐..필요한가? 이종석 귀 계속 빨개져있는거도 귀엽다 단추푸는거 뭔데 설레니 불끄고 문 닫는것 봐 으아아악 아니! 불끄랫지!! 문은왜닫는데!!!! 왜닫앗는데!! 그래서머햇는데!!! 이게 마약 영상이라는 걸까 하루에 2번씩은 무조건 본다 진짜 여기서 킬포는 단추 풀었을때 보이는 새하얀 속살이야.. 둘이 어쩜 이렇게 자연스러움,7
TWICE FANCY M V,"Because of ONCEs always protecting me , I want to be a stronger person to protect them instead We really don t deserve someone like Sana We won Worldwide Icon and Artist of the Year award in The Fact Music Award today Congratulation TWICE ONCE TWICE s Fancy is one of the treasures of K Pop. 뒤에 깔리는 비트 퀄리티가 너무 좋은듯 트와이스 노래중 1등 It s chaeyoung s birthday! Can we get 40m on this day for her??",9
BTS 방탄소년단 작은 것들을 위한 시 Boy With Luv feat. Halsey Official MV,"This song is gonna be stuck in my head for the next few years, but I ain t complaining cuz Issa bop namjoon didn t joke when he said that 2019 is gonna be bts year Everyone is awake here just because of 7 guys POWER OF BTS! BTS is nothing without ARMY , and ARMY is nothing without BTS, they work hard for us, and we work hard for them, lets keep going armys for our kings No sleeping . . But Yes str3aming 100M c mon ARMYs we can do it for our boys",9
K pop playlist 2018,"Best kpop song is 2018 Demi apa ini playlistnya bikin perasaan naik turun bagus banget Semangat buat adminnya buat kontennya all 2018 kpop songs on this list are masterpiece . timestamps 00 00 SOLO JENNIE 02 43 KILLING ME IKON 05 54 FAKE LOVE BTS 10 50 EGOTISTIC MAMAMOO 14 04 WHAT IS LOVE? TWICE 17 32 BAD BOY RED VELVET 20 59 COMPLETE ONF 24 01 LIGHT WANNA ONE 27 36 MY PACE STRAY KIDS 30 55 LATATA G I DLE 34 25 TIME FOR THE MOON NIGHT GFRIEND 38 13 DDU DU DDU DU BLACKPINK 41 39 TREASURE ATEEZ 45 16 TEMPO EXO 49 00 SHINE PENTAGON 52 21 GANGSTA HOIR Regr senme a este a o, yo era muy feliz y no lo sabia",9
TWICE Breakthrough Music Video,Fancy Who are you? Breakthrough I am you but stronger Twice Japanese songs hits differently Day 5 in Quarantine Breakthrough is still the best japanese song ever Popular Opinion This is Twice best Japanese Song,9
임창정 M V 기쁜 우리 Happy together IM CHANG JUNG K pop Music Video,저때는 모든게 기쁜우리였다. 중학교때 들었던 노래... 커서봤는데도 정창이형은 똑같이 생겼네. 형덕분에 나이 35살에 하지원누나랑 영화 1번가에기적에 나온 1세대 에쿠스 검정색 타고다닙니다 존나카리스마 있어보였어요 형은 제맘에속에 1순위 남자에요 지금들어도 미쳤네 나도 돌아가고 싶어 하아 저때로 돌아가고 싶다,9
"TXT 20cm We K Pop Ep.18 ENG, CHN","SHT, TAEHYUN S VOCAL IS NO JOKE. 20 cm is an underrated queen. I hope that Bighit will give TXT more RNB songs they really nailed it 2025 now, who s still here? so you have a new group, who is the main vocalist? bighit yes",9
"Golden Child, K POP MASH UP BOYS Dream Concert 2019","SHOUT OUT TO GOLDEN CHILD FOR THEIR LEGENDARY PERFORMANCE They do a mashup of song from popular group debuted from 2012 EXO 2013 BTS 2014 GOT7 2015 SVT 2016 NCT and they debut in 2017 Until now, I still don t understand why this performance didn t went viral. Lol 아 진짜 이 영상 못본 세계인 없게 해주세요 I think I lost it when they were dancing to nct boss choreo with bts blood sweat tears as the instrumental but at the bpm of svt s boom boom. golcha kings",9
임창정 M V 나의 연인 My Love IM CHANG JUNG K pop Music Video,올해도 감성에 취한사람 이리와 캬 아무리 논란이있고 욕해도 나에겐 임창정노래가 최고.. 그저 심금을 울리는 노래.. 그립습니다 저시절의 어렸던 우리가 임창정 형 노래 중 가장 좋아하는 노래고 뮤비 역시 제일 좋아하는 뮤비입니다 이나영씨 가장 외모 리즈 시절 아닌가 하는 것도 이 작품,9
K pop playlist 2019 1,"THIS IS REAL K POP No way 2019 was 6y ago it feels like last year Gabungan playlist kakak bagus. Semangat trs ya kak buat kontennya 0 00 ITZY ICY 3 10 SF9 RPM 6 32 Red Velvet Zimzalabim 9 45 ATEEZ Wave 13 07 TWICE Fancy 16 41 Stray Kids Miroh 20 07 KARD Bomb Bomb 22 48 BLACKPINK Kill This Love 25 57 Monsta X Alligator 29 06 Lana Take The Wheel 32 13 CLC me 35 25 BTS,Halsey Boy With Love 39 12 ONEUS twilight 43 16 Somi birthday 46 19 Everglow Bon Bon Chocolat",9
"Simply K Pop CHUNG HA 청하 , Gotta Go 벌써 12시",소속사 피드백 개빠르네 앞머리 까달라니까 까주고 슈트 입어 달라니까 바로 그냥 이러면 오예 입니다 이건 100 감독님이 청하 동선 뿐만 아니라 안무까지 다 외우고 있는듯.. 엄청 찰나에 손 올렸다 내리는데 그걸 맞춰서 카메라 움직이시네 뮤비인줄 청하는 진짜 솔로로 데뷔한 게 신의 한수야... who s been watching every single Gotta Go stage? Just want to add.. SHE DESERVES ALL THE TROPHIES. No shade to gfriend and apink.. just being real. This girl right here creates her own music choreo and sings live. Her energy is on a different level. And she s so humble,9
K POP WITH ZERO BUDGET! BTS Boy With Luv,Watch our other BTS Boy With Luv Video right here! Thanks to Lankybox for the idea check out their channel! I wonder how Alex and Alan feel knowing that Brent actually met BTS Chill people in the description they thanked lankybox for the idea watching this again brought back so many memories 4 me cause i had 1st watched this during quarantine this how i got into kpop so watching this again made my day,9
임창정 M V 슬픈 혼잣말 Sad monologue IM CHANG JUNG K pop Music Video,"저 시절로 돌아가고 싶어도 너무 멀리 와 버렸다 .. 지금 우리들이 살아가는 이 순간도 언젠가는 돌아오고 싶은 순간 이겠지 ??? 행복하세요 여러분 내겐 이게 라라랜드야 이 시절의 감성이 너무 좋다..정말 기다리는이유,슬픈혼잣말,소주한잔 뮤직비디오는 일년에 한번씩은 꼬박꼬박 봐야됨 그시절이 너무 생각남 혼술 할때만큼 이뮤비보며 과거생각 끄적일만한거 없지.. 힘내 80 90년생들.",9
BLACKPINK Kill This Love M V,Fastest kpop mv to reach 10 million mark. 4 hours and 13 minutes. Congrats blinks! i dont even stan or like blackpink but not gonna lie this is a big bop will soon reach 500M right people?? 매일 여기에 오는 사람은 누구인가요? 19 trending in Egypt WOW This is the first time I see a kpop group trending here,9
MV N.Flying 엔플라잉 Rooftop 옥탑방,"다들 이때가 젤 좋았으면 눌러라 이노래만 들으면 딱 그 학년과 그 년도와 그날과 옛날 모든게 다 생각나고 기분이 묘해짐..추억돋는 느낌이랄까 뭉클하고 이때가 그립단 느낌이든다 기죽지 말고 계속 노래하면 좋겠어요. 원래 사람들은 힘없던 사람들이 잘되면 시기와 질투를 하면서 떨어뜨리려하니까요. 이런 좋은 노래 계속계속 속 뻥 뚫리게 불러주세요. 그래,, 이 감성이야 요즘 아이돌이랑은 다른 뭉클함이랄까.. 유튭광고 보고 옴. 근데 왜이리 조회수 낮지? 5초 듣고 좋아서 왔는데.. 너무 저평가인데.. 작사.작곡도 리더가 했던데.. 역주행 하길 바란다.",9
TWICE Feel Special M V,"Feel Special got their 3rd win 1st Win Show Champion 2nd Win Mcountdown 3rd Win Music Bank Hwaiting for 4th win Total Trophies 93 Momo and tzuyu s from nobody to somebody is so meaningful remember Twice should only consist of 7 members but since Tzuyu is popular and improving a lot JYP changed his mind and let twice consist of 9 members so she entered twice and be the 8th member and take note MOMO is eliminated but still chooses her because he said that this girl has the ability to dance that others can t do a I love him sm JYP be like my company, my decision Fancy Feel Special Total 10 win twice Everyone is saying that this era will end after More and More will release and More and more has been released but Feel Special Era will never end it is one of the best idc if u don t think it is their best era or not but I said what I said and I won t change my mind",9
TAEYEON 태연 사계 Four Seasons MV,"싱어게인보고 다시온사람 no one is talking about how pretty this mv is like i could pause this at any time and set it as my wallpaper Taeyeon has NEVER released a bad song. This is amazing. 싱어게인 보고 왔는데 와 원곡 너무 좋네 태연은 태연이구나 SM, if you lose Taeyeon, you ll lose everything.",9
임창정 M V 그때 또 다시 Again IM CHANG JUNG K pop Music Video,아 존나 카리스마 있어 이러니까 여자들이 뻑이 가지 끝에 와서 다시 보는 시작 25년 나혼자 듣는다 하늘의 별이된 막내동생이 좋아하던곡입니다. 듣기만해도 눈물이 멈추지 않아요 나를 완전히 태울수 있었던...,9
